1,0.257306
2,0.203047
3,0.188180
4,0.204196
5,0.233410
6,0.179917
7,0.170369
8,0.169440
9,0.167465
10,0.164477
11,0.158220
12,0.157828
13,0.157093
14,0.154596
15,0.152567
16,0.151204
17,0.148999
18,0.147245
19,0.145194
20,0.143056
21,0.141475
22,0.139058
23,0.137183
24,0.135485
25,0.133288
26,0.130643
27,0.128760
28,0.125904
29,0.123342
30,0.122584
31,0.120180
32,0.117668
33,0.115980
34,0.115145
35,0.113169
36,0.111503
37,0.109833
38,0.107786
39,0.106059
40,0.104903
41,0.102928
42,0.101707
43,0.100226
44,0.098757
45,0.097428
46,0.096725
47,0.095819
48,0.094571
49,0.093609
50,0.092452
51,0.092209
52,0.091078
53,0.089777
54,0.089116
55,0.088173
56,0.087076
57,0.086019
58,0.084907
59,0.083816
60,0.082671
61,0.082043
62,0.082221
63,0.080815
64,0.080026
65,0.079349
66,0.078660
67,0.078011
68,0.077372
69,0.076951
70,0.076311
71,0.075956
72,0.075218
73,0.074638
74,0.073889
75,0.073380
76,0.072795
77,0.072018
78,0.071793
79,0.070970
80,0.070649
81,0.070122
82,0.069726
83,0.069322
84,0.068666
85,0.068292
86,0.067789
87,0.067539
88,0.067073
89,0.066689
90,0.066260
91,0.066052
92,0.065711
93,0.065251
94,0.064967
95,0.064514
96,0.064128
97,0.063801
98,0.063384
99,0.062908
100,0.062645
101,0.062150
102,0.061683
103,0.061192
104,0.060890
105,0.060414
106,0.060012
107,0.059584
108,0.059425
109,0.059083
110,0.058642
111,0.058380
112,0.058184
113,0.057867
114,0.057508
115,0.057347
116,0.056986
117,0.056671
118,0.056355
119,0.056034
120,0.055622
121,0.055299
122,0.054913
123,0.054485
124,0.054156
125,0.053919
126,0.053641
127,0.053450
128,0.053126
129,0.052859
130,0.052666
131,0.052476
132,0.052215
133,0.051996
134,0.051946
135,0.051653
136,0.051413
137,0.051221
138,0.051006
139,0.050753
140,0.050473
141,0.050354
142,0.050027
143,0.049864
144,0.049675
145,0.049526
146,0.049386
147,0.049133
148,0.048914
149,0.048729
150,0.048565
151,0.048386
152,0.048226
153,0.047990
154,0.047808
155,0.047630
156,0.047444
157,0.047286
158,0.047044
159,0.046903
160,0.046658
161,0.046474
162,0.046287
163,0.046193
164,0.045936
165,0.045819
166,0.045615
167,0.045522
168,0.045374
169,0.045221
170,0.045068
171,0.044922
172,0.044811
173,0.044625
174,0.044503
175,0.044375
176,0.044199
177,0.044081
178,0.043890
179,0.043697
180,0.043550
181,0.043331
182,0.043213
183,0.043009
184,0.042830
185,0.042626
